date,title,link,location,description,en_title,kategorie
06.09.2025 13:17 Uhr,Jugendlicher nach Raub im Krankenhaus,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595832.php,Ereignisort:Mitte,"Nr. 2114
Ein Jugendlicher wurde gestern Abend in Mitte ausgeraubt. Gegen 21:30 Uhr sollen zwei Unbekannte den 15-Jährigen an der Straßenbahnhaltestelle auf der Memhardtstraße angesprochen und ihn anschließend in eine Gasse gelockt haben. Dort soll eine zehn- bis 15-köpfige Gruppe hinzugekommen sein und den Jugendlichen mit Schlägen und Tritten traktiert haben, sodass dieser kurzzeitig das Bewusstsein verlor. Anschließend fehlten dem 15-Jährigen Portemonnaie, Handy und weitere persönliche Gegenstände. Die Gruppe soll sich in Richtung Alexanderplatz entfernt haben. Alarmierte Rettungskräfte brachten den verletzten Jugendlichen, der unter anderem einen Bruch des Nasenbeins davongetragen hatte, zur stationären Behandlung in ein Krankenhaus. Die weiteren Ermittlungen führt ein Fachkommissariat der Polizeidirektion 5 (City).",,Gewaltverbrechen
06.09.2025 12:06 Uhr,Kind auf Fahrbahn angefahren,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595831.php,Ereignisort:Mitte,"Nr. 2113
Gestern Abend fuhr ein Autofahrer ein Kind auf einer Fahrbahn in Moabit an. Gegen 20 Uhr war der 63-Jährige mit seinem Pkw auf der Lehrter Straße in Richtung Perleberger Straße unterwegs. Zeugenaussagen zufolge sei der achtjährige Junge zeitgleich, ohne dabei auf den Fließverkehr zu achten, auf die Fahrbahn gerannt, um sich mit seinem Spielkameraden auf der gegenüberliegenden Straßenseite zu treffen. Der 63-Jährige fuhr den von rechts kommenden Jungen auf der Fahrbahn an, sodass dieser zu Boden stürzte. Passanten leisteten bis zum Eintreffen alarmierter Rettungskräfte, die ihn zur stationären Versorgung in ein Krankenhaus brachten, Erste Hilfe. Der Achtjährige erlitt eine Kopf- und eine Armverletzung. Seine Mutter wurde informiert und begleitete ihn ins Krankenhaus. Die weiteren Ermittlungen führt das für Verkehrsdelikte zuständige Kommissariat der Polizeidirektion 2 (West).",,Verkehrsdelikte
06.09.2025 11:13 Uhr,Passanten bemerken Mann mit Schnittverletzungen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595830.php,Ereignisort:Neukölln,"Nr. 2112
Passanten bemerkten gestern Abend in Neukölln einen blutenden Mann auf dem Bürgersteig und alarmierten Polizei und Rettungskräfte. Gegen 21:15 Uhr leisteten die Polizeikräfte auf der Sonnenallee Erste Hilfe bei dem 26-Jährigen, dem nach bisherigem Kenntnisstand mit einer Schere Schnittverletzungen am Kopf zugefügt worden waren. Rettungskräfte brachten den Mann in ein Krankenhaus, das er nach ambulanter Behandlung wieder verlassen konnte. Das mutmaßliche Tatwerkzeug stellten die Einsatzkräfte noch am Ort sicher. Die weiteren Ermittlungen zu den Hintergründen führt ein Fachkommissariat der Polizeidirektion 5 (City).",,Gewaltverbrechen
06.09.2025 10:53 Uhr,Verkehrsunfall – Motorradfahrer musste reanimiert werden,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595829.php,Ereignisort:Spandau,"Nr. 2111
Nach einem Verkehrsunfall gestern Abend in Hakenfelde mussten Rettungskräfte einen Motorradfahrer reanimieren. Nach derzeitigen Erkenntnissen war der 33-Jährige gegen 18:20 Uhr auf seinem Motorrad auf der Radelandstraße in Richtung Kisselnallee unterwegs. Dort soll er drei vorausfahrende Fahrzeuge mit überhöhter Geschwindigkeit überholt und im Anschluss aus noch nicht feststehender Ursache die Kontrolle über das Krad verloren haben. Er kam nach rechts von der Fahrbahn ab, prallte gegen den Bordstein und anschließend gegen einen Laternenmast. Durch den Unfall erlitt der 33-Jährige eine erhebliche Kopfverletzung und verlor am Unfallort das Bewusstsein. Alarmierte Rettungskräfte mussten den Verletzten reanimieren und brachten ihn anschließend zur stationären Behandlung in ein Krankenhaus. Ebenfalls zum Ort gerufene Polizeieinsatzkräfte fanden bei den Sachen des Kradfahrers im Rahmen der Identitätsfeststellung eine kleine Dose mit Resten mutmaßlicher Drogen. Da somit
    der Verdacht einer Betäubungsmittelintoxikation besteht, ordnete die Staatsanwaltschaft Berlin eine Blutentnahme bei dem 33-Jährigen an, die im Krankenhaus durchgeführt wurde, wo die Einsatzkräfte auch den Führerschein des Mannes beschlagnahmten. Für die Dauer der Rettungsmaßnahmen sowie der Unfallaufnahme, zu der ein Unfallgutachter und Spezialisten des Kriminaltechnischen Institutes hinzubeordert wurden, blieb die Unfallstelle vollständig gesperrt. Die weiteren Ermittlungen führt das für Verkehrsdelikte zuständige Kommissariat der Polizeidirektion 2 (West).",,Verkehrsdelikte
05.09.2025 13:33 Uhr,Festnahme nach mutmaßlichem Raub auf Jugendlichen,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595774.php,Ereignisort:Friedrichshain-Kreuzberg,"Nr. 2110
In der vergangenen Nacht wurden Polizeieinsatzkräfte wegen eines Raubs nach Kreuzberg alarmiert. Nach ersten Erkenntnissen soll ein 17-jähriger Jugendlicher gegen 23:20 Uhr im Beisein einer 17-jährigen Freundin und eines ebenfalls 17-jährigen Freundes auf der Skalitzer Straße unterwegs gewesen sein. Der Jugendliche soll durch zwei Unbekannte angesprochen und zum Kauf von Drogen aufgefordert worden sein. Als er dies abgelehnt habe, soll einer der Fremden ihn am Nacken gepackt und Bargeld sowie ein Mobiltelefon entwendet haben. Ferner soll der Mann die dazwischengehende Freundin mit einem messerähnlichen Gegenstand bedroht haben. Die Jugendlichen flohen und verständigten Einsatzkräfte, welche wenig später im Nahbereich einen 19-jährigen Tatverdächtigen festnehmen konnten. Er wurde erkennungsdienstlich behandelt und anschließend vor Ort entlassen. Die weiteren Ermittlungen hat ein Fachkommissariat der Polizeidirektion 5 (City) übernommen.",,Gewaltverbrechen
05.09.2025 12:48 Uhr,Mehrere Verletzte nach Verkehrsunfall,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595697.php,Ereignisort:Mitte,"Nr. 2109
Gestern Mittag fuhr ein 20-Jähriger im Ortsteil Wedding in eine Menschengruppe und verletzte dabei mehrere Personen, darunter sechs Kinder. Nach dem bisherigen Ermittlungsstand war der Heranwachsende gegen 12:50 Uhr mit einem Auto auf dem Dohnagestell in Richtung Seestraße unterwegs, als eine Kindergruppe samt Betreuerin das Dohnagestell in Richtung Nordufer bei grünem Ampellicht auf dem Fußgängerüberweg überquerte. Der 20-Jährige sei trotz für den Fahrzeugverkehr Rot zeigender Ampel weiter- und schließlich, obwohl er noch abgebremst haben soll, in die Menschengruppe gefahren. Dadurch erlitten vier achtjährige Kinder, zwei Kinder im Alter von elf Jahren und eine 63-jährige Betreuerin Verletzungen, die durch alarmierte Rettungskräfte behandelt wurden. Sie brachten zwei der achtjährigen und eins der elfjährigen Kinder sowie die Betreuerin zur ambulanten Behandlung in ein Krankenhaus, die drei weiteren Kinder behandelten sie noch am Unfallort. Polizeikräfte
    beschlagnahmten den Führerschein des 20-Jährigen und fanden mutmaßliches Marihuana bei ihm. Da der Verdacht bestand, dass der Heranwachsende unter dem Einfluss von berauschenden Mitteln fuhr, wurde ihm in einem Krankenhaus Blut abgenommen. Danach wurde er aus den polizeilichen Maßnahmen entlassen. Für die Dauer der Maßnahmen war der Verkehr im Bereich des Unfallortes gesperrt. Ein Kommissariat für Verkehrsermittlungen der Polizeidirektion 1 (Nord) hat die weitere Bearbeitung übernommen.",,Verkehrsdelikte
05.09.2025 10:54 Uhr,Mann schießt auf Waggon einer U-Bahn,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595580.php,Ereignisort:Reinickendorf,"Nr. 2108
Gestern Abend wurden Einsatzkräfte nach Wittenau zu einer versuchten gefährlichen Körperverletzung alarmiert. Nach bisherigen Erkenntnissen soll sich gegen 21 Uhr ein unbekannter Mann auf dem Bahnsteig am U-Bahnhof Karl-Bonhoeffer-Nervenklinik befunden haben und mit einer Schusswaffe auf den letzten Waggon eines ausfahrenden Zuges geschossen haben. Durch das Geschoss wurde eine Scheibe des Waggons beschädigt. Es durchschlug diese aber nicht. In dem Waggon befanden sich mehrere Fahrgäste, die nicht verletzt wurden. Anschließend flüchtete der Unbekannte. Die weiteren Ermittlungen hat ein Fachkommissariat der Polizeidirektion 1 (Nord) übernommen.",,Gewaltverbrechen
05.09.2025 10:44 Uhr,Raub auf Autofahrer,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595573.php,Ereignisort:Reinickendorf,"Nr. 2107
Gestern Abend kam es in Wittenau zu einem Raub auf einen Autofahrer. Nach ersten Erkenntnissen soll der 26-jährige Mann gegen 20 Uhr die Gorkistraße von der Rosentreterpromenade kommend in Richtung Am Nordgraben befahren haben. Unvermittelt habe der Fahrer eines in gleicher Richtung fahrenden Fahrzeugs ihn von der Straße abgedrängt und zum Halten genötigt. Der Fahrer eines weiteren Wagens soll unterdessen hinter dem Mann gehalten haben. Aus den Autos seien in der Folge drei Tatverdächtige gestiegen, die den 26-Jährigen unter Vorhalten einer Schusswaffe zur Herausgabe von Wertsachen und Bargeld nötigten. Ferner sei es zu mehreren Schlägen gegen die Schulter des Mannes gekommen. Anschließend flüchteten die Tatverdächtigen in unbekannte Richtung. Der 26-Jährige erlitt Schmerzen im Rückenbereich, bedurfte jedoch keiner ärztlichen Behandlung. Die weiteren Ermittlungen hat ein Fachkommissariat der Polizeidirektion 1 (Nord) übernommen.",,Gewaltverbrechen
05.09.2025 10:04 Uhr,Internationale Fachtagung zur Bekämpfung des Kfz-Diebstahls in Warschau,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595526.php,Ereignisort:bundeslandübergreifend,"Berlin/Baden-Württemberg
Gemeinsame Meldung Polizei Berlin und LKA Baden-Württemberg
Nr. 2106
Vom 2. bis zum 4. September 2025 trafen sich Ermittlerteams aus Europa zur zweiten operativen Fachtagung zur Bekämpfung der internationalen Kraftfahrzeugverschiebung im Rahmen des EU-geförderten Projekts „ISF LUMEN“ (Internal Security Fund) in Warschau.
Insgesamt 52 Polizistinnen und Polizisten von 16 Fahndungs- und Ermittlungsdienststellen aus Polen, Tschechien, Österreich und Deutschland nahmen an der Tagung teil.
Insgesamt konnten 21 Strafermittlungsverfahren vorgestellt werden, die den Schwerpunkt der international ausgerichteten Veranstaltung bildeten. Internationale Zusammenarbeit zur Entwicklung grenzüberschreitender Strategien gegen organisierte Kfz-Kriminalität wird immer mehr zur europäischen Selbstverständlichkeit. Der gemeinsame Bekämpfungsansatz gegen länderübergreifend agierende Tätergruppierungen, überwiegend aus dem osteuropäischen Raum, ist hier entscheidend und wurde durch das Arbeitstreffen gestärkt und weiter ausgebaut.
Die Tagung wurde gemeinsam vom Zentralen Ermittlungsbüro der Polizei Polen (Centralne Biuro Śledcze Policji, CBŚP) und dem Fachkommissariat des Landeskriminalamts Berlin ausgerichtet. Das Gesamtprojekt steht unter der Federführung des Landeskriminalamts Baden-Württemberg.
Seit Beginn des Projekts im Januar 2023 konnten im Rahmen des Teilprojekts „Bekämpfung der grenzüberschreitenden Kfz-Kriminalität“ bisher 105 Durchsuchungsbeschlüsse und 49 Haftbefehle vollstreckt werden, die zu mehrjährigen Haftstrafen führten. Im Projektzeitraum wurden durch die beteiligten Fahndungs- und Ermittlungsdienststellen bisher 503 Ermittlungsverfahren in 37 gemeinsamen Einsätzen bearbeitet. Diverse Verurteilungen stehen noch aus. Darüber hinaus konnten Geldwerte in Höhe von über 700.000 Euro beschlagnahmt und 120 entwendete Fahrzeuge sichergestellt werden.",,Eigentumsdelikte
04.09.2025 15:15 Uhr,Bedrohung mit Schusswaffe zum Nachteil eines Polizisten,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595378.php,Ereignisort:Mitte,"Nr. 2105
In der vergangenen Nacht wurde in Gesundbrunnen ein Mann festgenommen, der zuvor einen Polizisten mit einer Schusswaffe bedroht hatte. Nach bisherigen Erkenntnissen wurden Polizeikräfte gegen 1:25 Uhr in die Hansastraße zu einer randalierenden Person alarmiert, da der Mann in seiner Wohnung stundenlang wiederholt geschrien, laute Musik gehört und Gegenstände umhergeworfen haben soll. Als die alarmierten Einsatzkräfte den mutmaßlichen Randalierer in seiner Wohnung antrafen, hielt er eine Schusswaffe in seiner Hand. Der Aufforderung diese fallen zu lassen, kam er nicht nach, erhob die Waffe stattdessen vor seine Brust und richtete sie kurzzeitig auf einen Polizisten. Als der Tatverdächtige sich daraufhin von ihm wegdrehte, trat der Polizist gegen seine Hand, wodurch die Waffe auf den Boden fiel. Daraufhin brachten die Einsatzkräfte den Mann zu Boden und nahmen ihn fest. Bei der Tatwaffe handelte es sich um eine Schreckschusswaffe. Die Einsatzkräfte beschlagnahmten diese
    samt Magazin und eingesetzter Munition als Tatmittel. Bei der anschließenden staatsanwaltschaftlich angeordneten Wohnungsdurchsuchung fanden die Einsatzkräfte drei weitere Schreckschusswaffen mit Munition und Zubehör, ein Springmesser sowie pyrotechnische Erzeugnisse. Sie beschlagnahmten alles und brachten den vermeintlich unter Alkoholeinfluss stehenden 35-Jährigen in ein Polizeigewahrsam. Nach erkennungsdienstlicher Behandlung und Blutentnahme wurde er dort entlassen. Er muss sich wegen der Bedrohung mit Waffen und Verstößen gegen das Waffen- sowie das Sprengstoffgesetz verantworten. Die Ermittlungen wurden von einem Fachkommissariat der Polizeidirektion 1 (Nord) und dem Polizeilichen Staatsschutz des Landeskriminalamts Berlin übernommen.",,Gewaltverbrechen
04.09.2025 12:28 Uhr,Motorradfahrer nach Kollision mit Transporter verletzt,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595228.php,Ereignisort:Treptow-Köpenick,"Nr. 2104
Gestern Nachmittag kam es in Plänterwald zu einem Verkehrsunfall. Nach ersten Erkenntnissen befuhr ein 46-Jähriger gegen 15:10 Uhr mit einem Transporter die Köpenicker Landstraße und bog rechts in die Bulgarische Straße ab. Kurz darauf soll der Transporterfahrer in der Bulgarischen Straße mit seinem Fahrzeug einen Fahrstreifenwechsel durchgeführt haben. Dabei soll er gegen den rechts neben ihm fahrenden Zweiradfahrer gefahren sei, der mit seinem Motorrad im dortigen Fahrstreifen in gleicher Richtung unterwegs war. Der 65-Jährige stürzte in der Folge und zog sich Rumpfverletzungen zu. Er wurde zur stationären Behandlung in ein Krankenhaus gebracht. Die weiteren Ermittlungen hat ein Fachkommissariat für Verkehrsdelikte der Polizeidirektion 3 (Ost) übernommen.",,Verkehrsdelikte
04.09.2025 11:13 Uhr,Mann randaliert in Wohnung,https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1595137.php,Ereignisort:Spandau,"Nr. 2102
Gestern Mittag wurde die Polizei nach Siemensstadt zu einem Mehrfamilienhaus alarmiert, da dort ein Mann randaliert haben soll. Nach bisherigen Erkenntnissen und Zeugenangaben soll ein 33-Jähriger kurz nach 12 Uhr in der Gartenfelder Straße Gegenstände aus dem Fenster einer Wohnung geworfen und einen Schuss aus einer Schreckschusswaffe abgegeben haben. Alarmierte Einsatzkräfte nahmen den 33-Jährigen kurz darauf in seiner Wohnung fest. Bei einer freiwillig gestatteten Wohnungsdurchsuchung wurden eine Schreckschusswaffe und Platzpatronen gefunden. Die PTB-Waffe wurde beschlagnahmt. Eine freiwillige Atemalkoholkontrolle ergab einen Wert von einem Promille. Zudem soll er am Vortag Drogen konsumiert haben. Der Festgenommene wurde für erkennungsdienstliche Maßnahmen in ein Polizeigewahrsam gebracht, wo auch eine Blutentnahme durchgeführt wurde. Im Anschluss wurde der 33-Jährige wieder auf freien Fuß gesetzt. Die Ermittlungen dauern an.",,Gewaltverbrechen
