date,title,link,location,description,en_title
25.11.2020 12:44 Uhr,Mitarbeiter eines Imbisses mit Beil attackiert - Festnahme,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1022156.php,Ereignisort:Neukölln,"Nr. 2690
In Buckow hat ein Mann gestern Abend das Mobiliar und die Fenster eines Imbisses zerstört und die Mitarbeitenden mit einem Beil attackiert. Bisherigen Erkenntnissen zufolge soll der mit einer Schreckschusspistole bewaffnete 43-Jährige gegen 18 Uhr mit einem Beil die Fensterfront des Geschäfts in der Rudower Straße eingeschlagen und das Mobiliar zerstört haben. Anschließend soll er über einen Seiteneingang in den Imbiss gelangt sein, beschädigte dort die Einrichtung des Geschäftes und soll einen der beiden Mitarbeiter im Alter von 29 Jahren mit dem Beil verletzt haben. Den 27-jährigen Kollegen soll der Tatverdächtige anschließend mit der Waffe bedroht haben. Beide Mitarbeiter flüchteten sich aus dem Laden auf die davor befindliche Terrasse, wo sie der Tatverdächtige kurz darauf mit dem Beil attackiert und an den Händen verletzt haben soll. Erst als weitere Zeugen hinzukamen, ließ der Mann von den Beiden ab und flüchtete in Richtung Kormoranweg. Alarmierte
    Einsatzkräfte des Polizeiabschnitts 48 nahmen den 43-Jährigen dort fest. Eine vorab durchgeführte Atemalkoholmessung ergab einen Wert von etwa 1 Promille. Der Festgenommene kam zwecks Blutentnahme in ein Polizeigewahrsam, welchen er wenig später wieder verlassen durfte. Beide Mitarbeiter des Imbisses wurden bei den Angriffen des Mannes leicht verletzt, der 29-Jährige musste in einem Krankenhaus ambulant behandelt werden. Ein Fachkommissariat der Polizeidirektion 4 führt die Ermittlungen und prüft derzeit, ob möglicherweise finanzielle Streitigkeiten der Grund für die Tat waren.",Employee of a snack bar attacked with hatchet - arrest
25.11.2020 10:10 Uhr,Versehentlich die eigene Frau überfahren,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1022020.php,Ereignisort:Spandau,"Nr. 2687
In Spandau hat gestern Abend ein 71-Jähriger beim Rangieren seine 64 Jahre alte Ehefrau überfahren, die hierbei Beinverletzungen erlitt. Nach ersten Erkenntnissen wollte der Mann gegen 17 Uhr in der Kurstraße einparken. Da es ihm jedoch nicht gelang, bat er seine Frau ihn einzuweisen. Er fuhr erst rückwärts, wollte dann noch einmal korrigieren, fuhr vorwärts, übersah hierbei nach eigenen Angaben seine Frau und fuhr sie an. Die 64-Jährige stürzte und wurde im Bereich des Unterschenkels von dem Wagen überrollt. Die Frau erlitt Schürfwunden und vermutlich eine Fraktur des Unterschenkels. Alarmierte Rettungskräfte brachten sie in ein Krankenhaus.",Accidentally run over your own wife
25.11.2020 10:01 Uhr,Angestellter einer Tankstelle überfallen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1022003.php,Ereignisort:Neukölln,"Nr. 2686
In Gropiusstadt überfielen gestern Abend zwei Unbekannte den Angestellten einer Tankstelle. Gegen 21.50 Uhr betraten die Männer den Verkaufsraum der Tankstelle in der Fritz-Erler-Allee. Während einer der beiden im Türbereich verweilte, bedrohte dessen Komplize den 35-jährigen Angestellten mit einer Schusswaffe und forderte die Herausgabe von Geld und Zigaretten. Der Bedrohte kam der Forderung nach. Mit der Beute flüchteten die Kriminellen in Richtung Wutzkyallee. Der 35-Jährige blieb unverletzt.",Petrol station employee assaulted
25.11.2020 09:53 Uhr,Mann bedroht Nachbarin und Kassiererin,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021978.php,Ereignisort:Spandau,"Nr. 2685
Ein alkoholisierter Mann bedrohte gestern Mittag innerhalb kurzer Zeit zwei Frauen mit einer Schreckschusswaffe. Zunächst soll der 42-Jährige um 12.40 Uhr in Staaken im Meyenbauerweg auf eine 53-jährige Nachbarin getroffen sein, die mit ihrem Hund unterwegs war. Als die Frau ihrem Nachbar zu verstehen gab, dass sie nicht wolle, dass er den Hund streichele, soll der 42-Jährige die Waffe aus der Jackentasche gezogen und sie damit bedroht haben. Die Hundehalterin flüchtete in ihre Wohnung und alarmierte die Polizei während der Alkoholisierte seinen Weg in Richtung Sandstraße fortgesetzt habe. Als der 42-Jährige gegen 12.50 Uhr in Wilhelmstadt in einem Supermarkt in der Sandstraße Ecke Heerstraße die herannahenden Streifenwagen hörte, soll er eine 52-jährige Kassiererin verdächtigt haben, die Polizei gerufen zu haben und soll sie ebenfalls mit der Schusswaffe bedroht haben. Danach flüchtete der Mann aus dem Discounter. Wenig später nahmen Einsatzkräfte des
    Polizeiabschnitts 23 den 42-Jährigen in der Sandstraße fest und stellten die Pistole sicher. Während der polizeilichen Maßnahmen erlitt der Festgenommene einen Schwächeanfall und wurde mit einem Rettungswagen in ein Krankenhaus gebracht und anschließend der psychiatrischen Abteilung zugeführt. Bei der staatsanwaltschaftlich angeordneten Durchsuchung der Wohnung des Tatverdächtigen fanden die Einsatzkräfte unter anderem weitere Schreckschusswaffen, Messer und Munition und beschlagnahmten die Gegenstände.",Man threatens neighbor and cashier
25.11.2020 09:42 Uhr,Auseinandersetzung mit Messer und Machete,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021967.php,Ereignisort:Mitte,"Nr. 2684
Gestern Abend kam es in Wedding zu einer Auseinandersetzung in und vor einem Spätkauf. Nach derzeitigem Kenntnisstand begaben sich zunächst mehrere Personen gegen 18.30 Uhr in den Laden in der Lindower Straße und attackierten dort einen 29-Jährigen mit einem Messer. Diesem gelang es auszuweichen, so dass er nicht verletzt wurde. Anschließend entfernten sich die Männer, kamen aber etwa eine halbe Stunde später wieder und hatten diesmal eine Machete dabei. Damit attackierten sie einen weiteren 29-Jährigen, dessen Jacke dadurch beschädigt wurde. Verletzt wurde auch er nicht. Anschließend sollen die Männer dann noch einen 21-Jährigen mit Reizgas besprüht haben, der dadurch Augenreizungen erlitt, die ambulant behandelt werden mussten. Anschließend flüchtete die Gruppe in Richtung Nettelbeckplatz. Die weiteren Ermittlungen zu den namentlich bekannten vier mutmaßlichen Angreifern dauern an. Hintergrund der Angriffe sollen Beziehungsstreitigkeiten sein. Die
    Kriminalpolizei der Direktion 1 ermittelt nun wegen gefährlicher und versuchter gefährlicher Körperverletzung.",Confrontation with knife and machete
25.11.2020 09:36 Uhr,Brennende Fahrzeuge,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021962.php,Ereignisort:bezirksübergreifend,"Charlottenburg-Wilmersdorf / Steglitz-Zehlendorf / Tempelhof-Schöneberg
In der vergangenen Nacht brannten in Berlin mehrere Fahrzeuge. In allen Fällen hat ein Brandkommissariat des Landeskriminalamtes die Ermittlungen wegen des Verdachts der Brandstiftung übernommen.
Nr. 2681
Kurz nach 22 Uhr stand in der Hardenberg- Ecke Joachimstaler Straße in Charlottenburg ein Kleinkraftrad in Flammen. Passanten hielten die Flammen in Schach bis alarmierte Einsatzkräfte der Feuerwehr den Brand löschten. Unmittelbar vor dem Ausbruch des Feuers soll ein junger Mann an dem Fahrzeug gesehen worden sein. Dieser konnte sich jedoch vor dem Eintreffen der Polizei unerkannt entfernen.
Nr. 2682
Am Hindenburgdamm in Lichterfelde bemerkte eine Zeugin gegen 1.30 Uhr ein brennendes Auto und alarmierte Polizei und Feuerwehr. Der Wagen wurde erheblich beschädigt, zwei in der Nähe stehende Fahrzeuge wurden in Mitleidenschaft gezogen. Der Hindenburgdamm musste während des Einsatzes in Richtung Rathaus Steglitz gesperrt werden, wovon auch der Busverkehr betroffen war.
Nr. 2683
Gegen 2.40 Uhr brannte in der Wexstraße in Schöneberg ein geparkter Transporter. Der Wagen einer Autovermietung brannte vollständig aus. Wie in den Fällen zuvor wurde glücklicherweise niemand verletzt.",Burning vehicles
24.11.2020 13:35 Uhr,Weiteres Leichenteil gefunden,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.997508.php,Ereignisort:bezirksübergreifend,"Gemeinsame Meldung Polizei und Staatsanwaltschaft Berlin
Lichtenberg/Pankow
Nr. 2679
Die Ermittlungen der 6. Mordkommission des Landeskriminalamtes wegen Mordes zum Nachteil des Anfang September vermisst gemeldeten 44-jährigen Stefan T. führten gestern Mittag in Pankow zum Fund eines weiteren Leichenteils.
Noch am Abend durchgeführte rechtsmedizinische und kriminaltechnische Untersuchungen erbrachten den Nachweis, dass es sich bei dem Fund um sterbliche Überreste des Stefan T. handelt. Die Ermittlungen dauern an.
Zweite Folgemeldung Nr. 2641 vom 24.11.2020: Vermisster tot aufgefunden
Da die bisherigen Recherchen zu dem Sachverhalt ergeben haben, dass der Vermisste Stefan T. einem Verbrechen zum Opfer gefallen sein könnte, wurden die Ermittlungen inzwischen von der 6. Mordkommission des Landeskriminalamtes übernommen.
Die rechtmedizinischen Untersuchungen von am 8. November 2020 in Buch gefundenen Knochenteilen ergaben, dass es sich um Knochen des Vermissten handelte.
Die gemeinsamen Ermittlungen der Mordkommission und der Staatsanwaltschaft Berlin, bei denen unter anderem Personen- und Leichenspürhunde zum Einsatz kamen, führten zu einem 41-jährigen Pankower, der gestern an seiner Wohnanschrift wegen des dringenden Verdachts des Totschlags vorläufig festgenommen wurde und heute einem Ermittlungsrichter zum Erlass eines Haftbefehls vorgeführt werden soll. Die Ermittlungen dauern an.
Folgemeldung Nr. 2477 vom 27.10.2020: Mann wird vermisst – Polizei bittet um Mithilfe
Der seit Samstag, den 5. September 2020 vermisste Monteur im Hochleitungsbau hatte die mit einem Mitbewohner gemeinsam bewohnte Wohngemeinsachaft in der Harnackstraße in Lichtenberg kurz vor Mitternacht verlassen und ist seitdem spurlos verschwunden. Noch immer ist nicht bekannt, wann, wo und mit wem sich der als zuverlässig beschriebene 44-Jährige möglicherweise nach Verlassen seiner Wohnung verabredet und getroffen haben könnte. Weitere Ermittlungen konnten die mutmaßlich am Tag seines Verschwindens getragene Kleidung näher eingrenzen.
Erstmeldung Nr. 2282 vom 28.09.2020: Mann vermisst – Polizei bittet um Mithilfe
Seit Samstag, den 5. September 2020 wird ein 44-jähriger Mann vermisst. Mit der Veröffentlichung von Fotos des Mannes bittet die Polizei um Mithilfe. Der 44-Jährige verließ seine Wohngemeinschaft in der Harnackstraße in Lichtenberg kurz vor Mitternacht und ist seither spurlos verschwunden. Laut den bisherigen Ermittlungen soll er verabredet gewesen sein.",Another body part found
24.11.2020 12:48 Uhr,Seniorin bei Verkehrsunfall schwer verletzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021619.php,Ereignisort:Marzahn-Hellersdorf,"Nr. 2678
Heute Morgen erlitt eine Radfahrerin bei einem Verkehrsunfall in Hellersdorf schwere Verletzungen. Die 76-Jährige war mit ihrem Fahrrad gegen 7 Uhr die Schönwalder Straße in Richtung Adele-Sandrock-Straße entlanggefahren. An der Einmündung in die Adele-Sandrock-Straße kam es dann zu einem Zusammenstoß mit einem Pkw, der von einem 58-Jährigen die Adele-Sandrock-Straße in Richtung Annaburger Straße gesteuert wurde. Die Radlerin wurde auf die Straße geschleudert und erlitt schwere Kopfverletzungen, die eine stationäre Aufnahme in einem Krankenhaus nach sich zogen. Mit den Ermittlungen wurde das Fachkommissariat für Verkehrsdelikte der Polizeidirektion 3 betraut.",Senior seriously injured in traffic accident
24.11.2020 11:38 Uhr,Brand im Dachboden,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021570.php,Ereignisort:Neukölln,"Nr. 2676
Gestern Abend brannte es in einem Dachstuhl in Neukölln. Eine 31-jährige Bewohnerin eines Hauses in der Boddinstraße hatte gegen 21.40 Uhr das Feuer festgestellt und die Feuerwehr alarmiert. Ersten Ermittlungen zufolge hatte sie zuvor einen Mann im Hausflur gesehen und wurde kurz darauf durch knisternde Geräusche und flackerndes Licht auf den Brand im Dachstuhl aufmerksam. Sie selbst löschte die Flammen, sodass die Brandbekämpfer der Feuerwehr nur noch zur Sicherheit nachlöschen mussten. Personen wurden nicht verletzt. Ein Brandkommissariat beim Landeskriminalamt hat nun die weiteren Ermittlungen übernommen.",Fire in the attic
24.11.2020 11:25 Uhr,Festnahmen nach Lokaleinbruch,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021558.php,Ereignisort:Mitte,"Nr. 2675
Polizisten nahmen vergangene Nacht zwei Männer in Mitte fest. Gegen 23 Uhr alarmierte ein Anwohner des Weinbergswegs die Polizei zu einem Einbruch. Zuvor hatte der Mann beobachtet, wie zwei Männer in ein geschlossenes Restaurant am Weinbergsweg eingedrungen waren. Als die Polizeikräfte am Tatort eintrafen, verließen gerade zwei Männer das Lokal und flüchteten. Die Polizistinnen und Polizisten konnten das Duo, beide 18 Jahre alt, noch in der Nähe festnehmen. Dabei flüchtete einer der beiden 18-Jährigen auf einen Hinterhof eines Wohnhauses an der Brunnenstraße, wo er einen Polizeibeamten, der ihm folgte, mit Faustschlägen attackierte. Der Polizist musste mehrere dieser Schläge parieren, bevor er den Widerstand brechen, den Tatverdächtigen zu Boden bringen und ihn fesseln konnte. Der Festgenommene wies nach der Widerstandshandlung leichte Verletzungen an einer Hand und im Gesicht auf, deren Behandlung er ablehnte. Dessen Komplize wies bei seiner Festnahme bereits eine
    Kopfverletzung auf, die er sich ersten Ermittlungen zufolge beim Hineinklettern ins Restaurant zugezogen hatte. Alarmierte Rettungskräfte brachten ihn zur ambulanten Behandlung in ein Krankenhaus. Anschließend brachten Polizisten auch ihn, wie seinen mutmaßlichen Mittäter, in ein Polizeigewahrsam. Dort wurden beide Festgenommenen dem zuständigen Fachkommissariat der Polizeidirektion 5 überstellt. Bei ihnen fanden die Polizeikräfte Gegenstände, die der hinzugerufene Restaurantbetreiber zweifelsfrei der Lokalität zuordnen konnte. Darüber hinaus fanden die Einsatzkräfte auf dem Fluchtweg der Tatverdächtigen weitere Beweismittel und Werkzeug, welches sie sicherstellten beziehungsweise beschlagnahmten. Die Ermittlungen dauern an.",Arrests after local burglary
24.11.2020 10:57 Uhr,Schwerer Verkehrsunfall,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021503.php,Ereignisort:Pankow,"Nr. 2674
Ein schwerer Verkehrsunfall ereignete sich gestern Mittag in Prenzlauer Berg. Nach derzeitigem Kenntnisstand befuhr ein 20-Jähriger mit seinem Auto den Kreuzungsbereich Danziger Straße/ Kastanienallee/ Pappelallee/ Schönhauser Allee, von der Danziger Straße kommend, um in Richtung Eberswalder Straße weiterzufahren. Eine 61-Jährige fuhr zu diesem Zeitpunkt mit einem Motorroller von der Schönhauser Allee, Fahrtrichtung Torstraße, ebenfalls in den Kreuzungsbereich ein und es kam zum Zusammenstoß. Die Frau erlitt mehrere Knochenbrüche und kam zur stationären Aufnahme in ein Krankenhaus. Der Autofahrer blieb unverletzt. Ein Fachkommissariat für Verkehrsdelikte der Direktion 1 hat die weiteren Ermittlungen zur Unfallursache aufgenommen.",Serious traffic accident
24.11.2020 10:48 Uhr,Drogendealer überfallen - Mutmaßliche Räuber von Unbekannten verfolgt und geschlagen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021487.php,Ereignisort:Tempelhof-Schöneberg,"Nr. 2673
Einsatzkräfte des Polizeiabschnitts 41 nahmen gestern Abend zwei mutmaßliche Räuber in Schöneberg fest, die nach der Tat von Komplizen des Überfallenen verfolgt und geschlagen wurden. Die beiden Festgenommen gaben den Polizistinnen und Polizisten gegenüber später an, dass sie sich gegen 20 Uhr mit dem später namhaft gemachten 20-jährigen mutmaßlichen Drogenhändler auf einem Spielplatz in der Gleditschstraße getroffen hätten, um Drogen zu kaufen. Beide raubten jedoch dessen Drogen sowie Geld und flüchteten mit der Beute. Hinzugerufene, bislang unbekannte Komplizen des Dealers, verfolgten die beiden Flüchtenden und schlugen unter anderem mit Baseballschlägern auf die beiden ein. Die alarmierten Einsatzkräfte sahen die beiden Flüchtenden im Alter von 18 Jahren, von denen einer eine Kopfplatzwunde und einen Nasenbeinbruch bei dem Übergriff erlitten hatte. Der Verletzte kam zu einer ambulanten Behandlung in ein Krankenhaus, sein Komplize wurde einem Raubkommissariat
    der Polizeidirektion 4 überstellt. Die zuvor geraubten Drogen sowie ein Messer beschlagnahmten die Beamtinnen und Beamten. Beide jungen Männer müssen sich nun wegen des begangenen Überfalls verantworten. Die Ermittlungen zu den unbekannten Schlägern und dem 20-jährigen mutmaßlichen Dealer dauern an.",Drug Dealer Robbed - Suspected Robbers Pursued and Beaten by Unknowns
24.11.2020 10:33 Uhr,Seitenscheibe von Auto eingeschlagen - Festnahme,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021457.php,Ereignisort:Reinickendorf,"Nr. 2672
Zivilkräfte des Polizeiabschnitts 12 nahmen in der vergangenen Nacht einen mutmaßlichen Autoeinbrecher in Reinickendorf fest.
In der Straße Alt-Reinickendorf beobachteten die Fahnderinnen und Fahnder gegen 22.30 Uhr einen Mann, der in mehrere Fahrzeuge hineinleuchtete, um offensichtlich nach Beute Ausschau zu halten. Kurz darauf hörten die Einsatzkräfte einen lauten Knall von zerberstendem Glas und sahen, dass der Mann die Seitenscheibe mit einem Gegenstand eingeschlagen hatte. In der weiteren Folge soll er sich in das Fahrzeug gebeugt und eine Jacke gestohlen haben. Mit der Beute unter dem Arm suchte er nun das Weite, konnte jedoch nach einer kurzen Verfolgung von den Zivilkräften festgenommen werden. Die Jacke hielt er dabei in den Händen. Bei dem Festgenommenen im Alter von 34 Jahren fanden die Polizistinnen und Polizisten ein Messer, das sie beschlagnahmten. Eine vorab durchgeführte Atemalkoholmessung ergab einen Wert von etwa 1,6 Promille. Der Tatverdächtige wurde nach einer Blutentnahme und einer erkennungsdienstlichen Behandlung dem Einbruchkommissariat der Polizeidirektion 1 überstellt.",Side window of car smashed - arrest
24.11.2020 10:11 Uhr,Supermarkt mit Schusswaffe überfallen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021424.php,Ereignisort:Tempelhof-Schöneberg,"Nr. 2671
Gestern Abend haben zwei unbekannt gebliebene Männer einen Supermarkt in Tempelhof überfallen. Ersten Erkenntnissen zufolge hatte einer der beiden Männer kurz nach 18 Uhr den Discounter in der Oberlandstraße betreten und die 44-jährige Kassiererin mit einer Handfeuerwaffe bedroht. Zur Bekräftigung seiner Forderung, die Kassenlade zu öffnen, hatte der Mann seine Waffe demonstrativ durchgeladen. Als die Kassiererin nun die Lade der Kasse öffnete, entnahm der Tatverdächtige Geld aus der Kasse. Gemeinsam mit einem draußen sichernden, zweiten Tatverdächtigen entkamen beide mit bereitgestellten Fahrrädern unerkannt in Richtung Silbersteinstraße. Die Ermittlungen führt das Raubkommissariat der Polizeidirektion 4.",Supermarket raided with firearms
24.11.2020 09:50 Uhr,Mann überfallen,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021382.php,Ereignisort:Neukölln,"Nr. 2670
In der vergangenen Nacht wurde ein Mann in Gropiusstadt überfallen und verletzt. Nach derzeitigem Ermittlungsstand war der 53-Jährige um kurz nach Mitternacht in der Grünanlage hinter dem U-Bahnhof Johannisthaler Chaussee unterwegs und sprach dort an einer Tischtennisplatte eine vierköpfige Gruppe an, um nach dem Weg zu fragen. Einer aus der Gruppe begab sich daraufhin mit ihm weiter in den Park hinein. Im weiteren Verlauf soll der Unbekannte dann als Gegenleistung die Herausgabe von Wertsachen gefordert haben. Der 53-Jährige kam dieser Aufforderung nicht nach, woraufhin er geschlagen und getreten worden sein soll. Im weiteren Verlauf soll der mutmaßliche Angreifer noch ein Messer hervorgezogen und damit herumgefuchtelt haben. Er erbeutete dann ein Handy, ein Armband sowie ein Basecap und flüchtete anschließend in unbekannte Richtung. Der 53-Jährige erlitt Gesichtsverletzungen und kam mit einem alarmierten Rettungswagen zur Behandlung in ein Krankenhaus. Möglicherweise
    muss er dort wegen der Schwere der Verletzungen stationär verbleiben. Die Kriminalpolizei der Direktion 4 ermittelt wegen schweren Raubes.",Man assaulted
23.11.2020 15:37 Uhr,Jeep angezündet,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021154.php,Ereignisort:Reinickendorf,"Nr. 2669
Ein Busfahrer der BVG alarmierte vergangene Nacht zu einem brennenden Auto in Heiligensee. Gegen 2.30 Uhr bemerkte der Linienbusfahrer während seiner Tour ein brennendes Auto auf der Heiligenseestraße und alarmierte Feuerwehr und Polizei. Die eingetroffenen Brandbekämpfer löschten die aus dem Motorraum des Mitsubishi lodernden Flammen. Andere Fahrzeuge oder Gebäude waren vom Brand nicht gefährdet. Für die Löscharbeiten war die Heiligenseestraße kurzzeitig zwischen der Reiherallee und dem Elchdamm gesperrt. Ein Brandkommissariat des Landeskriminalamtes ermittelt wegen des Verdachts der Brandstiftung.",Jeep lit
23.11.2020 15:18 Uhr,Der mutmaßliche Täter kam wieder - Festnahme,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021129.php,Ereignisort:Charlottenburg-Wilmersdorf,"Nr. 2668
Gestern Nachmittag nahmen Polizeieinsatzkräfte einen mutmaßlichen Dieb in Charlottenburg fest. Nach derzeitigem Ermittlungsstand bemerkte eine 28-Jährige schon vorgestern, dass ihr mehrere Schlüssel samt Rucksack offenbar bei einem Umzug in der Kaiser-Friedrich-Straße entwendet wurden. Auch eine Geldkarte ihres Freundes war dabei, die bereits unberechtigt genutzt worden war. Im Rahmen des Umzugs war ihr ein Unbekannter in Erinnerung geblieben, der sich im Nahbereich aufgehalten und auch das Umzugshaus betreten hatte und möglichweise etwas mit dem Diebstahl zu tun gehabt haben könnte.
Gestern Nachmittag stellte sie dann fest, dass zusammen mit den Schlüsseln auch ihr Autoschlüssel entwendet worden war. Als sie sich dann mit dem Zweitschlüssel in dem Fahrzeug aufhielt, welches in der Kaiser-Friedrich-Straße abgestellt war, bemerkte sie plötzlich, wie jemand die Zentralverriegelung des Fahrzeugs auslöste. Als sie sich daraufhin umschaute, sah sie genau den Unbekannten, den sie auch am Umzugstag in der Nähe der Wohnung gesehen hatte. Dieser verließ dann den Ort, woraufhin die 28-Jährige zusammen mit ihrer gleichaltrigen Schwester die Verfolgung aufnahm. Sie sprachen in der Nähe befindliche Polizeieinsatzkräfte an, die den bis dato Unbekannten an der Ecke Wilmersdorfer Straße/Zillestraße gegen 16 Uhr festnahmen. Bei ihm fanden sie zahlreiche Schlüssel, die teilweise auch der 28-Jährigen gehören. Auch der fehlende Fahrzeugschlüssel war dabei. Der 24-Jährige wurde der Kriminalpolizei der Direktion 2 überstellt, welche die weiteren, noch
    andauernden Ermittlungen übernommen hat. Der Mann soll noch heute einem Richter zwecks Erlass eines Haftbefehls vorgeführt werden.",The alleged perpetrator came back - arrest
23.11.2020 14:10 Uhr,Stolpersteine beschmutzt,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1021071.php,Ereignisort:Friedrichshain-Kreuzberg,"Nr. 2667
Unbekannte beschmierten in Friedrichshain drei sogenannte Stolpersteine. Heute Vormittag gegen 10 Uhr bemerkte ein Anwohner der Waldeyer Straße die mit einer weißgrauen Substanz verschmutzten, im Gehweg eingelassenen Gedenksteine und alarmierte die Polizei. Einsatzkräfte des Polizeiabschnitts 51 entfernten die Substanz und fertigten eine Strafanzeige wegen des Verdachts der Volksverhetzung. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz beim Landeskriminalamt übernommen.",Stumbling blocks soiled
23.11.2020 11:09 Uhr,Aufzug durch Prenzlauer Berg und Mitte – Bilanz der Polizei Berlin,https://www.berlin.de/polizei/polizeimeldungen/pressemitteilung.1020885.php,Ereignisort:bezirksübergreifend,"Pankow/Mitte
Nr. 2666
Gestern begleiteten rund 600 Einsatzkräfte der Polizei Berlin einen Aufzug und mehrere Gegenkundgebungen in Prenzlauer Berg und Mitte. Der Aufzug mit dem Thema „Schweigemarsch gegen Diskriminierung und für Menschenrechte“, der mit 5000 Teilnehmenden angemeldet war, setzte sich mit mehreren Hundert Menschen gegen 12.40 Uhr am S-Bahnhof Bornholmer Straße in Bewegung. Auf der Strecke über die Bornholmer Straße, Schönhauser Allee, Danziger Straße, Greifswalder Straße, Otto-Braun-Straße bis zur Alexanderstraße wuchs die Zahl der Teilnehmenden auf etwa 1000 an. Die Hygienevorschriften, insbesondere das Tragen der Mund-Nase-Bedeckung (MNB) wurden fast durchweg eingehalten. Etwa 25 Teilnehmende, die per Attest eine Tragebefreiung vorweisen konnten, reihten sich am Ende des Aufzuges unter Einhaltung der Mindestabstände ein. Der Aufzug passierte drei Gegenkundgebungen mit insgesamt mehreren hundert Teilnehmenden. Eine vierte angemeldete Gegenkundgebung wurde durch den
    Anmelder kurz nach 13 Uhr abgesagt. Entlang der Wegstrecke kam es zu Störaktionen und lautstarken Protesten durch die Kundgebungsteilnehmenden, Passanten und durch Anwohnende, denen die Einsatzkräfte mit körperlichem Zwang wie Schieben und Drücken begegnen mussten. An der Bornholmer Straße Ecke Gotlandstraße mussten die Kräfte zudem Reizstoff einsetzen, da etwa 70 Personen versuchten, die Fahrbahn durch Hinsetzen für den Aufzug zu blockieren.
Gegen 14.40 Uhr erreichte der Aufzug das angemeldete Ziel in der Alexanderstraße, wo die Anmelderin diesen beendete. Die Teilnehmenden entfernten sich zügig vom Ort. Während des Einsatzes kam es zu diversen, demonstrationstypischen Straftaten und Ordnungswidrigkeiten wie zum Beispiel Verstößen gegen das Infektionsschutzgesetz, dem Gebrauch unrichtiger Gesundheitszeugnisse, tätlicher Angriffe, Widerständen, Körperverletzungen, Beleidigungen, Sachbeschädigungen und Verstößen gegen das Versammlungsgesetz. 28 Strafanzeigen und sieben Ordnungswidrigkeitenanzeigen wurden gefertigt. Insgesamt wurden 30 Männer und sechs Frauen vorläufig festgenommen.
Alle eingesetzten Polizistinnen und Polizisten blieben unverletzt.
Kurz nach 16 Uhr rief ein 45-jähriger ehemaliger Teilnehmer des Aufzuges die Polizei nach Prenzlauer Berg zur Greifswalder Straße. Dort zeigte er an, dass er kurz zuvor in Begleitung von zwei Frauen auf der Greifswalder Straße zu Fuß unterwegs war, als ihnen zwischen Bernhard-Lichtenberg-Straße und Dietrich-Bonhoeffer-Straße ein Radfahrer entgegenkam und die kleine Gruppe mit einem Reizstoff besprühte. Dieser Radfahrer könnte nach Angaben der Zeugen ein Gegendemonstrant sein, mit dem der 45-Jährige am Alexanderplatz aneinandergeraten sein soll. Der Radfahrer soll dann an die Gruppe herangefahren und sie besprüht haben. Die beiden Begleiterinnen, 40 und 54 Jahre alt, erlitten Augenreizungen und mussten durch alarmierte Rettungskräfte am Ort ambulant behandelt werden. Der 45-Jährige blieb unverletzt. Der angreifende Radfahrer soll in unbekannte Richtung geflüchtet sein.",Elevator through Prenzlauer Berg and Mitte – Berlin Police Review
